3,1,0.7,541.685,2.11212,0.99967
3,1,0.71,541.684,2.11212,0.999687
3,1,0.72,541.686,2.11213,0.999707
3,1,0.73,541.684,2.11208,0.99962
3,1,0.74,541.686,2.11895,0.999873
3,1,0.75,541.685,2.11894,0.999867
3,1,0.76,541.684,2.11894,0.999847
3,1,0.77,541.686,2.11894,0.99984
3,1,0.78,541.686,2.11893,0.999837
3,1,0.79,541.685,2.11894,0.99983
3,1,0.8,541.684,2.11894,0.999873
3,1,0.81,541.684,2.11894,0.999863
3,1,0.82,541.685,2.11895,0.999863
3,1,0.83,541.685,2.11895,0.999847
3,1,0.84,541.683,2.11895,0.99989
3,1,0.85,541.684,2.11894,0.99988
3,1,0.86,551.686,2.12506,0.999873
3,1,0.87,551.684,2.13266,0.999837
3,1,0.88,551.685,2.13266,0.99989
3,1,0.89,551.685,2.14968,0.99988
3,1,0.9,551.684,2.14967,0.999877
3,2,0.7,373.423,2.16973,0.999987
3,2,0.71,373.421,2.16974,0.999997
3,2,0.72,373.426,2.16974,0.999997
3,2,0.73,373.428,2.16974,0.999997
3,2,0.74,373.426,2.16974,1
3,2,0.75,373.424,2.16974,0.999993
3,2,0.76,373.425,2.16975,0.999997
3,2,0.77,373.419,2.16974,0.99999
3,2,0.78,373.425,2.16974,0.999993
3,2,0.79,373.422,2.16974,0.99999
3,2,0.8,373.425,2.16974,0.999997
3,2,0.81,373.418,2.16974,0.99999
3,2,0.82,373.423,2.16974,0.999997
3,2,0.83,373.421,2.16974,0.999993
3,2,0.84,373.429,2.16974,0.999997
3,2,0.85,373.421,2.16974,0.99999
3,2,0.86,373.369,2.17174,1
3,2,0.87,373.365,2.17173,0.999993
3,2,0.88,373.368,2.16334,0.999997
3,2,0.89,373.368,2.16334,1
3,2,0.9,373.367,2.16334,0.999993
3,3,0.7,317.002,2.22036,0.99993
3,3,0.71,317.006,2.22038,0.999937
3,3,0.72,317.006,2.22037,0.999927
3,3,0.73,317.006,2.22037,0.99994
3,3,0.74,317.011,2.22038,0.999923
3,3,0.75,317.017,2.22038,0.99996
3,3,0.76,317.012,2.22038,0.999933
3,3,0.77,317.012,2.22038,0.99991
3,3,0.78,317.005,2.22036,0.999937
3,3,0.79,331.779,2.2389,0.999987
3,3,0.8,331.776,2.2389,0.99998
3,3,0.81,331.778,2.23889,0.999993
3,3,0.82,331.78,2.2389,0.999987
3,3,0.83,331.778,2.2389,0.999983
3,3,0.84,331.776,2.2389,0.999983
3,3,0.85,331.782,2.23891,0.999977
3,3,0.86,331.777,2.23889,0.999983
3,3,0.87,331.779,2.2389,0.999993
3,3,0.88,331.776,2.25071,0.999973
3,3,0.89,331.775,2.25071,0.99999
3,3,0.9,331.779,2.25071,0.999993
3,4,0.7,328.641,2.25535,0.999907
3,4,0.71,328.635,2.25535,0.999917
3,4,0.72,328.632,2.25535,0.999927
3,4,0.73,328.637,2.25534,0.999933
3,4,0.74,328.631,2.25535,0.999903
3,4,0.75,328.629,2.25534,0.999923
3,4,0.76,328.636,2.25534,0.999873
3,4,0.77,328.631,2.25535,0.999913
3,4,0.78,328.63,2.25535,0.999907
3,4,0.79,341.787,2.2746,0.999953
3,4,0.8,341.79,2.2746,0.99996
3,4,0.81,341.786,2.2746,0.999967
3,4,0.82,341.783,2.27459,0.99996
3,4,0.83,341.784,2.27459,0.999977
3,4,0.84,341.785,2.2746,0.99997
