2, 26, 1, 147, 143
4, 25, 1, 147, 143
6, 24, 1, 143, 139
6, 23, 1, 147, 142
8, 23, 1, 143, 139
10, 22, 1, 139, 144
10, 21, 1, 142, 143
12, 21, 1, 139, 144
12, 20, 1, 143, 141
14, 20, 1, 144, 109
14, 26, 1, 143, 139
14, 25, 1, 141, 131
16, 26, 1, 144, 109
16, 25, 1, 131, 117
16, 24, 1, 139, 141
18, 25, 1, 109, 101
18, 24, 1, 139, 144
18, 23, 1, 117, 126
18, 22, 1, 141, 131
20, 24, 1, 109, 101
20, 23, 1, 126, 121
20, 22, 1, 131, 117
20, 21, 1, 144, 127
22, 23, 1, 101, 121
22, 22, 1, 144, 109
22, 21, 1, 117, 126
22, 20, 1, 127, 102
24, 22, 1, 101, 121
24, 21, 1, 109, 108
26, 21, 1, 109, 101
26, 20, 1, 126, 121
28, 20, 1, 101, 121
30, 26, 1, 102, 101
30, 25, 1, 108, 121
32, 25, 1, 101, 121
34, 24, 1, 101, 108
36, 23, 1, 108, 121
38, 22, 1, 121, 126
40, 21, 1, 121, 126
42, 20, 1, 126, 117
42, 26, 1, 121, 133
44, 26, 1, 126, 117
44, 25, 1, 133, 125
46, 25, 1, 117, 146
46, 24, 1, 125, 113
48, 24, 1, 117, 146
48, 23, 1, 126, 125
50, 23, 1, 113, 146
52, 22, 1, 125, 113
54, 21, 1, 113, 146
56, 20, 1, 117, 113
58, 26, 1, 113, 146
