1, 24, 1, 147, 143, 0, 1, 0
1, 20, 2, 144, 109, 0, 1, 0
1, 25, 4, 149, 117, 0, 1, 0
1, 26, 5, 136, 135, 0, 1, 0
1, 22, 6, 137, 110, 0, 1, 0
2, 20, 1, 147, 143, 0, 1, 0
2, 25, 2, 144, 109, 0, 1, 0
2, 26, 4, 149, 117, 0, 1, 0
2, 22, 5, 136, 135, 0, 1, 0
2, 15, 6, 137, 110, 0, 1, 0
3, 25, 1, 143, 139, 0, 2, 0
3, 26, 1, 147, 142, 1, 1, 0
3, 22, 2, 109, 108, 0, 2, 0
3, 15, 2, 144, 122, 1, 1, 0
3, 23, 4, 117, 116, 0, 2, 0
3, 21, 4, 149, 113, 1, 1, 0
3, 24, 5, 135, 110, 0, 2, 0
3, 20, 5, 136, 114, 1, 1, 0
4, 26, 1, 143, 139, 0, 2, 0
4, 22, 1, 142, 141, 1, 2, 0
4, 15, 2, 109, 108, 0, 2, 0
4, 23, 4, 117, 116, 0, 2, 0
4, 21, 4, 113, 102, 1, 2, 0
4, 24, 5, 135, 110, 0, 2, 0
4, 20, 5, 114, 119, 1, 2, 0
5, 22, 1, 139, 144, 0, 3, 0
5, 15, 1, 141, 131, 1, 3, 0
5, 23, 1, 143, 140, 2, 2, 0
5, 21, 2, 108, 121, 0, 3, 0
5, 24, 2, 109, 133, 2, 2, 0
5, 20, 4, 116, 103, 0, 3, 0
5, 25, 4, 117, 138, 2, 2, 0
5, 26, 5, 110, 115, 0, 3, 0
6, 15, 1, 139, 144, 0, 3, 0
6, 23, 1, 131, 117, 1, 4, 0
6, 21, 1, 140, 141, 2, 3, 0
6, 24, 2, 108, 121, 0, 3, 0
6, 20, 3, 105, 109, 0, 1, 0
6, 25, 4, 116, 103, 0, 3, 0
6, 26, 5, 110, 115, 0, 3, 0
6, 22, 5, 135, 137, 2, 2, 0
7, 23, 1, 144, 109, 0, 4, 0
7, 21, 1, 117, 116, 1, 5, 0
7, 24, 1, 141, 131, 2, 4, 0
7, 20, 2, 122, 108, 1, 2, 0
7, 25, 2, 133, 121, 2, 3, 0
7, 26, 4, 138, 103, 2, 3, 0
7, 22, 5, 115, 125, 0, 4, 0
7, 15, 5, 137, 110, 2, 3, 0
8, 21, 1, 144, 109, 0, 4, 0
8, 24, 1, 116, 103, 1, 6, 0
8, 20, 1, 131, 117, 2, 5, 0
8, 25, 1, 139, 141, 3, 3, 0
8, 26, 2, 108, 121, 1, 3, 0
8, 22, 5, 115, 125, 0, 4, 0
8, 15, 5, 110, 130, 3, 3, 0
8, 23, 6, 137, 135, 1, 1, 0
9, 24, 1, 109, 108, 0, 5, 0
9, 20, 1, 103, 121, 1, 7, 0
9, 25, 1, 117, 116, 2, 6, 0
9, 26, 1, 141, 131, 3, 4, 0
9, 22, 1, 144, 122, 4, 4, 0
9, 15, 5, 125, 126, 0, 5, 0
9, 23, 5, 119, 115, 1, 3, 0
9, 21, 6, 135, 110, 1, 2, 0
10, 20, 1, 109, 108, 0, 5, 0
10, 25, 1, 116, 103, 2, 7, 0
10, 26, 1, 131, 117, 3, 5, 0
10, 22, 5, 125, 126, 0, 5, 0
10, 15, 5, 110, 115, 2, 4, 0
11, 25, 1, 108, 121, 0, 6, 0
11, 26, 1, 117, 116, 3, 6, 0
11, 22, 1, 109, 133, 5, 5, 0
11, 15, 5, 115, 125, 1, 4, 0
12, 26, 1, 108, 121, 0, 6, 0
12, 22, 1, 116, 103, 3, 7, 0
12, 15, 3, 105, 109, 0, 1, 0
12, 23, 5, 125, 126, 1, 5, 0
12, 21, 5, 115, 117, 4, 4, 0
13, 22, 1, 103, 121, 2, 8, 0
13, 15, 1, 122, 108, 4, 5, 0
13, 23, 5, 115, 125, 2, 5, 0
13, 21, 5, 117, 116, 4, 5, 0
14, 15, 1, 103, 121, 3, 8, 0
14, 23, 1, 108, 118, 6, 6, 0
14, 21, 3, 105, 122, 1, 1, 0
14, 24, 5, 125, 126, 2, 6, 0
14, 20, 6, 110, 115, 0, 2, 0
15, 23, 1, 108, 121, 4, 6, 0
15, 21, 5, 130, 125, 3, 4, 0
15, 24, 5, 116, 103, 4, 6, 0
15, 20, 6, 110, 115, 0, 2, 0
16, 21, 1, 133, 121, 5, 6, 0
16, 24, 2, 108, 118, 3, 3, 0
16, 20, 5, 125, 126, 3, 5, 0
16, 25, 6, 110, 115, 1, 3, 0
17, 24, 1, 118, 121, 6, 7, 0
17, 20, 3, 109, 108, 0, 2, 0
17, 25, 5, 125, 133, 5, 5, 0
17, 26, 6, 110, 130, 2, 2, 0
18, 20, 1, 121, 108, 0, 1, 1
18, 25, 6, 115, 125, 0, 3, 0
19, 25, 1, 121, 108, 0, 1, 1
19, 26, 6, 115, 125, 0, 3, 0
20, 26, 1, 108, 102, 0, 2, 1
20, 22, 1, 121, 118, 1, 1, 1
20, 15, 6, 125, 126, 0, 4, 0
20, 23, 6, 115, 117, 3, 3, 0
21, 22, 1, 108, 102, 0, 2, 1
21, 15, 2, 118, 121, 3, 4, 0
21, 23, 6, 125, 126, 0, 4, 0
21, 21, 6, 117, 116, 3, 4, 0
22, 15, 1, 102, 113, 0, 3, 1
22, 23, 1, 108, 116, 2, 2, 1
22, 21, 4, 103, 121, 0, 4, 0
22, 24, 6, 115, 125, 1, 4, 0
23, 23, 1, 102, 113, 0, 3, 1
23, 21, 1, 116, 117, 2, 3, 1
23, 24, 2, 121, 108, 0, 1, 1
23, 20, 6, 125, 126, 1, 5, 0
24, 21, 1, 113, 146, 0, 4, 1
24, 24, 1, 118, 102, 1, 2, 1
24, 20, 2, 121, 108, 0, 1, 1
24, 25, 6, 130, 125, 2, 3, 0
24, 26, 6, 116, 103, 3, 5, 0
25, 24, 1, 113, 146, 0, 4, 1
25, 20, 1, 102, 116, 3, 3, 1
25, 25, 2, 108, 109, 0, 2, 1
25, 26, 2, 121, 133, 1, 1, 1
25, 22, 6, 125, 126, 2, 4, 0
26, 20, 1, 102, 113, 1, 3, 1
26, 25, 1, 117, 146, 2, 4, 1
26, 26, 2, 108, 109, 0, 2, 1
26, 22, 4, 103, 121, 0, 4, 0
26, 15, 6, 125, 133, 4, 4, 0
27, 25, 1, 113, 146, 1, 4, 1
27, 26, 1, 116, 117, 3, 4, 1
27, 22, 2, 109, 144, 0, 3, 1
27, 15, 2, 108, 122, 2, 2, 1
27, 23, 4, 103, 121, 2, 4, 0
28, 26, 1, 117, 146, 3, 5, 1
28, 22, 2, 109, 144, 0, 3, 1
28, 15, 3, 122, 108, 1, 2, 0
28, 23, 4, 103, 118, 4, 4, 0
28, 21, 5, 126, 121, 0, 6, 0
29, 22, 1, 113, 117, 4, 4, 1
29, 15, 2, 144, 139, 0, 4, 1
29, 23, 2, 133, 109, 1, 2, 1
29, 21, 3, 108, 121, 1, 3, 0
30, 15, 1, 117, 146, 4, 5, 1
30, 23, 2, 144, 139, 0, 4, 1
30, 21, 2, 109, 105, 3, 3, 1
30, 24, 4, 102, 108, 1, 3, 0
30, 20, 4, 118, 121, 4, 5, 0
31, 23, 2, 139, 143, 0, 5, 1
31, 21, 2, 109, 144, 1, 3, 1
31, 24, 4, 108, 121, 1, 4, 0
32, 21, 2, 139, 143, 0, 5, 1
32, 24, 2, 122, 144, 2, 3, 1
32, 20, 3, 109, 108, 0, 2, 0
32, 25, 5, 126, 121, 0, 6, 0
33, 24, 2, 144, 139, 1, 4, 1
33, 20, 3, 108, 121, 0, 3, 0
33, 25, 3, 109, 133, 2, 2, 0
33, 26, 5, 126, 123, 6, 6, 0
34, 20, 2, 139, 143, 1, 5, 1
34, 25, 2, 105, 144, 3, 4, 1
34, 26, 3, 108, 121, 0, 3, 0
35, 25, 2, 144, 139, 2, 4, 1
35, 26, 3, 133, 121, 2, 3, 0
35, 22, 3, 108, 118, 3, 3, 0
36, 26, 2, 139, 143, 2, 5, 1
36, 22, 2, 144, 146, 4, 4, 1
36, 15, 3, 118, 121, 3, 4, 0
36, 23, 4, 116, 108, 3, 3, 0
37, 22, 2, 144, 139, 3, 5, 1
37, 15, 2, 146, 113, 4, 5, 1
37, 23, 3, 124, 106, 0, 1, 1
37, 21, 4, 108, 121, 3, 4, 0
38, 15, 2, 139, 143, 3, 6, 1
38, 23, 2, 113, 131, 4, 6, 1
38, 21, 3, 124, 106, 0, 1, 1
38, 24, 4, 121, 108, 0, 1, 1
39, 23, 2, 131, 141, 4, 7, 1
39, 21, 3, 106, 104, 0, 2, 1
39, 24, 3, 124, 123, 1, 1, 1
39, 20, 4, 121, 108, 0, 1, 1
40, 21, 2, 141, 139, 4, 8, 1
40, 24, 3, 106, 104, 0, 2, 1
40, 20, 4, 108, 102, 0, 2, 1
40, 25, 4, 121, 118, 1, 1, 1
41, 24, 2, 139, 143, 4, 9, 1
41, 20, 3, 123, 104, 1, 2, 1
41, 25, 4, 108, 102, 0, 2, 1
41, 26, 5, 126, 121, 1, 6, 0
42, 20, 2, 139, 141, 5, 5, 1
42, 25, 3, 106, 123, 2, 2, 1
42, 26, 4, 118, 102, 1, 2, 1
42, 22, 4, 108, 101, 2, 2, 1
42, 15, 5, 126, 121, 2, 7, 0
43, 25, 2, 141, 140, 5, 6, 1
43, 26, 3, 123, 104, 2, 3, 1
43, 22, 4, 101, 102, 2, 3, 1
43, 15, 5, 126, 121, 3, 6, 0
44, 26, 2, 140, 143, 5, 7, 1
44, 22, 5, 103, 121, 4, 7, 0
45, 22, 5, 133, 121, 5, 6, 0
46, 15, 5, 123, 121, 6, 7, 0
47, 23, 5, 121, 126, 0, 1, 1
48, 21, 5, 121, 126, 0, 1, 1
49, 24, 5, 126, 125, 0, 2, 1
49, 20, 5, 121, 133, 1, 1, 1
50, 20, 5, 126, 125, 0, 2, 1
50, 25, 6, 103, 121, 3, 6, 0
51, 25, 5, 125, 115, 0, 3, 1
51, 26, 5, 126, 138, 2, 2, 1
51, 22, 6, 133, 121, 4, 5, 0
52, 26, 5, 125, 115, 0, 3, 1
52, 22, 5, 138, 117, 2, 3, 1
52, 15, 6, 126, 121, 0, 5, 0
53, 22, 5, 115, 110, 0, 4, 1
53, 15, 5, 133, 125, 1, 2, 1
53, 23, 5, 117, 112, 2, 4, 1
53, 21, 6, 126, 121, 0, 5, 0
54, 15, 5, 115, 110, 0, 4, 1
54, 23, 5, 125, 130, 3, 3, 1
54, 21, 6, 126, 121, 1, 6, 0
55, 23, 5, 110, 135, 0, 5, 1
55, 21, 5, 125, 115, 1, 3, 1
55, 24, 6, 126, 121, 2, 5, 0
56, 21, 5, 110, 135, 0, 5, 1
56, 24, 5, 115, 119, 4, 4, 1
56, 20, 6, 126, 123, 5, 5, 0
57, 24, 5, 115, 110, 1, 4, 1
57, 20, 6, 123, 121, 5, 6, 0
58, 20, 5, 110, 135, 1, 5, 1
58, 25, 6, 121, 108, 0, 1, 1
59, 25, 5, 112, 110, 2, 5, 1
59, 26, 6, 121, 108, 0, 1, 1
60, 26, 5, 110, 135, 2, 6, 1
