100	101	95	26
100	102	100	26
100	105	97	26
100	106	41	26
100	107	89	26
100	108	94	26
100	109	100	26
100	118	97	26
100	122	97	26
100	127	87	26
100	133	66	26
101	100	94	26
101	102	98	26
101	105	100	26
101	106	100	26
101	107	90	26
101	108	90	26
101	109	100	26
101	116	93	26
101	121	97	26
101	122	93	26
101	127	91	26
101	133	94	26
101	148	9	26
102	100	92	26
102	101	99	26
102	103	100	26
102	105	96	26
102	107	93	26
102	108	100	26
102	109	98	26
102	112	91	26
102	113	100	26
102	115	5	26
102	116	98	26
102	118	100	26
102	122	99	26
102	125	23	26
102	126	82	26
102	127	94	26
102	133	100	26
102	138	100	26
102	139	97	26
102	144	96	26
102	146	57	26
102	148	97	26
103	102	98	26
103	104	95	26
103	106	95	26
103	107	88	26
103	108	92	26
103	111	100	26
103	113	100	26
103	116	94	26
103	117	12	26
103	118	88	26
103	121	97	26
103	123	94	26
103	124	95	26
103	125	97	26
103	126	98	26
103	130	100	26
103	131	93	26
103	133	89	26
103	138	94	26
103	146	52	26
103	148	100	26
104	103	100	26
104	106	92	26
104	108	18	26
104	111	96	26
104	112	76	26
104	118	88	26
104	121	93	26
104	123	99	26
104	124	89	26
104	126	93	26
104	138	99	26
105	100	100	26
105	101	100	26
105	102	100	26
105	108	92	26
105	109	100	26
105	113	89	26
105	116	23	26
105	118	93	26
105	122	96	26
105	127	100	26
105	130	96	26
105	133	73	26
105	138	14	26
105	139	93	26
105	141	98	26
105	143	97	26
105	144	99	26
105	146	100	26
106	100	1	26
106	101	13	26
106	103	96	26
106	104	98	26
106	108	55	26
106	109	4	26
106	111	98	26
106	116	10	26
106	118	100	26
106	121	100	26
106	122	15	26
106	123	98	26
106	124	96	26
106	125	77	26
106	126	100	26
106	133	99	26
106	138	99	26
107	100	100	26
107	101	96	26
107	102	94	26
107	103	99	26
107	108	100	26
107	109	83	26
107	116	87	26
107	118	96	26
107	121	91	26
107	122	97	26
107	124	93	26
107	125	0	26
107	127	86	26
107	144	94	26
108	100	100	26
108	101	100	26
108	102	100	26
108	103	96	26
108	104	64	26
108	105	100	26
108	106	91	26
108	107	96	26
108	109	100	26
108	111	23	26
108	113	13	26
108	116	97	26
108	117	65	26
108	118	93	26
108	121	95	26
108	122	96	26
108	123	97	26
108	125	94	26
108	127	100	26
108	130	9	26
108	133	97	26
108	138	94	26
108	139	94	26
108	144	100	26
108	148	96	26
109	100	95	26
109	101	92	26
109	102	94	26
109	105	100	26
109	106	61	26
109	107	96	26
109	108	99	26
109	112	89	26
109	116	94	26
109	117	96	26
109	122	97	26
109	125	100	26
109	126	97	26
109	127	100	26
109	130	96	26
109	131	45	26
109	133	93	26
109	138	96	26
109	139	40	26
109	143	78	26
109	144	98	26
109	147	3	26
109	148	98	26
110	112	100	26
110	113	100	26
110	114	97	26
110	115	100	26
110	119	91	26
110	125	98	26
110	128	96	26
110	130	100	26
110	131	99	26
110	135	98	26
110	136	7	26
110	137	100	26
110	139	17	26
110	146	97	26
110	149	100	26
111	103	100	26
111	104	100	26
111	106	96	26
111	113	97	26
111	116	93	26
111	117	91	26
111	118	95	26
111	121	98	26
111	123	96	26
111	124	98	26
111	125	58	26
111	126	98	26
111	133	95	26
111	138	93	26
111	148	92	26
112	102	93	26
112	104	46	26
112	109	89	26
112	110	100	26
112	113	97	26
112	115	78	26
112	116	100	26
112	117	94	26
112	119	97	26
112	125	100	26
112	128	98	26
112	130	96	26
112	131	100	26
112	133	86	26
112	138	100	26
112	139	12	26
112	144	11	26
112	146	57	26
112	148	97	26
112	149	94	26
113	102	100	26
113	103	94	26
113	105	8	26
113	110	100	26
113	111	86	26
113	112	100	26
113	115	95	26
113	116	98	26
113	117	94	26
113	118	100	26
113	119	98	26
113	121	95	26
113	122	100	26
113	125	88	26
113	130	100	26
113	131	100	26
113	133	87	26
113	138	100	26
113	139	98	26
113	143	24	26
113	144	100	26
113	146	100	26
113	148	98	26
113	149	100	26
114	110	99	26
114	115	24	26
114	117	35	26
114	119	100	26
114	120	97	26
114	125	56	26
114	128	100	26
114	129	32	26
114	130	30	26
114	135	100	26
114	136	96	26
114	137	95	26
114	146	27	26
115	110	96	26
115	112	32	26
115	113	97	26
115	114	5	26
115	117	100	26
115	119	95	26
115	125	100	26
115	128	3	26
115	130	84	26
115	131	100	26
115	138	91	26
115	141	2	26
115	146	94	26
115	149	93	26
116	101	92	26
116	102	100	26
116	103	94	26
116	104	0	26
116	107	88	26
116	108	93	26
116	109	94	26
116	111	99	26
116	112	100	26
116	113	96	26
116	115	6	26
116	117	95	26
116	118	97	26
116	122	97	26
116	123	79	26
116	125	94	26
116	126	98	26
116	127	85	26
116	130	100	26
116	133	83	26
116	138	98	26
116	139	91	26
116	144	97	26
116	146	99	26
116	148	95	26
116	149	18	26
117	108	56	26
117	109	94	26
117	110	18	26
117	111	92	26
117	112	100	26
117	113	97	26
117	115	100	26
117	116	97	26
117	118	3	26
117	119	96	26
117	120	2	26
117	125	96	26
117	126	92	26
117	130	99	26
117	131	96	26
117	133	94	26
117	135	83	26
117	137	97	26
117	138	96	26
117	139	40	26
117	144	95	26
117	146	97	26
117	148	97	26
117	149	100	26
118	100	95	26
118	102	100	26
118	103	100	26
118	104	96	26
118	105	9	26
118	106	93	26
118	107	93	26
118	108	93	26
118	111	100	26
118	112	3	26
118	113	93	26
118	116	100	26
118	117	8	26
118	121	98	26
118	122	96	26
118	123	99	26
118	124	93	26
118	125	99	26
118	126	86	26
118	127	12	26
118	130	96	26
118	131	6	26
118	133	100	26
118	138	96	26
118	144	100	26
118	146	95	26
119	110	97	26
119	112	98	26
119	113	95	26
119	114	100	26
119	115	98	26
119	117	89	26
119	120	100	26
119	128	98	26
119	129	100	26
119	130	42	26
119	131	96	26
119	135	89	26
