1, 26, 1, 147, 143
1, 25, 2, 144, 109
1, 24, 4, 149, 117
1, 23, 5, 136, 114
1, 22, 6, 130, 125
2, 25, 1, 147, 143
2, 24, 2, 144, 109
2, 23, 4, 149, 117
2, 22, 5, 136, 114
2, 21, 6, 130, 125
3, 24, 1, 143, 139
3, 23, 1, 147, 142
3, 22, 2, 109, 101
3, 21, 2, 144, 127
3, 20, 4, 117, 126
3, 26, 4, 149, 112
3, 25, 5, 114, 119
4, 23, 1, 143, 139
4, 22, 2, 109, 101
4, 21, 2, 127, 102
4, 20, 4, 117, 126
4, 26, 5, 114, 119
4, 25, 5, 136, 120
4, 24, 6, 130, 144
5, 22, 1, 139, 144
5, 21, 1, 142, 143
5, 20, 2, 101, 121
5, 26, 2, 109, 108
5, 25, 4, 112, 117
5, 24, 5, 120, 119
5, 23, 5, 114, 135
6, 21, 1, 139, 144
6, 20, 1, 143, 141
6, 26, 2, 101, 121
6, 25, 3, 105, 109
6, 24, 4, 117, 126
6, 23, 5, 119, 112
6, 22, 5, 135, 137
7, 20, 1, 144, 109
7, 26, 1, 143, 139
7, 25, 1, 141, 131
7, 24, 2, 102, 101
7, 23, 2, 108, 121
7, 22, 4, 117, 125
7, 21, 5, 119, 112
8, 26, 1, 144, 109
8, 25, 1, 131, 117
8, 24, 1, 139, 141
8, 23, 2, 101, 121
8, 22, 4, 125, 126
8, 21, 5, 119, 112
8, 20, 5, 137, 110
9, 25, 1, 109, 101
9, 24, 1, 139, 144
9, 23, 1, 117, 126
9, 22, 1, 141, 131
9, 21, 5, 110, 112
9, 20, 5, 119, 113
10, 24, 1, 109, 101
10, 23, 1, 126, 121
10, 22, 1, 131, 117
10, 21, 1, 144, 127
11, 23, 1, 101, 121
11, 22, 1, 144, 109
11, 21, 1, 117, 126
11, 20, 1, 127, 102
12, 22, 1, 101, 121
12, 21, 1, 109, 108
12, 20, 5, 112, 117
12, 26, 6, 125, 126
13, 21, 1, 109, 101
13, 20, 1, 126, 121
13, 26, 5, 112, 117
14, 20, 1, 101, 121
14, 26, 3, 105, 109
14, 25, 5, 117, 126
14, 24, 5, 112, 131
15, 26, 1, 102, 101
15, 25, 1, 108, 121
15, 24, 3, 105, 122
15, 23, 5, 117, 126
15, 22, 6, 144, 109
16, 25, 1, 101, 121
16, 24, 5, 112, 117
16, 23, 6, 125, 126
17, 24, 1, 101, 108
17, 23, 4, 126, 121
17, 22, 5, 112, 117
17, 21, 6, 125, 133
18, 23, 1, 108, 121
18, 22, 3, 109, 101
18, 21, 5, 117, 126
19, 22, 1, 121, 126
19, 21, 2, 101, 108
19, 20, 5, 113, 117
20, 21, 1, 121, 126
20, 20, 3, 109, 101
20, 26, 5, 131, 117
21, 20, 1, 126, 117
21, 26, 1, 121, 133
21, 25, 3, 122, 101
21, 24, 3, 109, 108
22, 26, 1, 126, 117
22, 25, 1, 133, 125
22, 24, 2, 108, 121
22, 23, 6, 109, 101
23, 25, 1, 117, 146
23, 24, 1, 125, 113
23, 23, 2, 121, 101
24, 24, 1, 117, 146
24, 23, 1, 126, 125
24, 22, 2, 121, 101
25, 23, 1, 113, 146
25, 22, 2, 101, 109
25, 21, 2, 121, 108
25, 20, 5, 117, 126
26, 22, 1, 125, 113
26, 21, 2, 101, 109
26, 20, 3, 108, 121
26, 26, 5, 117, 126
27, 21, 1, 113, 146
27, 20, 2, 109, 144
27, 26, 2, 101, 122
27, 25, 4, 126, 121
27, 24, 5, 117, 125
28, 20, 1, 117, 113
28, 26, 2, 109, 144
28, 25, 2, 122, 105
28, 24, 3, 101, 121
28, 23, 4, 126, 123
29, 26, 1, 113, 146
29, 25, 2, 144, 139
29, 24, 2, 108, 109
29, 23, 3, 101, 121
29, 22, 5, 117, 126
30, 25, 2, 144, 139
30, 24, 2, 109, 105
30, 23, 3, 101, 121
30, 22, 5, 125, 126
31, 24, 2, 139, 143
31, 23, 2, 109, 144
31, 22, 3, 101, 108
31, 21, 4, 126, 121
32, 23, 2, 139, 143
32, 22, 2, 105, 144
32, 21, 3, 108, 121
33, 22, 2, 144, 139
33, 21, 3, 121, 123
34, 21, 2, 139, 143
34, 20, 2, 105, 144
34, 26, 3, 121, 123
35, 20, 2, 144, 139
35, 26, 3, 123, 104
35, 25, 3, 121, 103
36, 26, 2, 139, 143
36, 25, 2, 144, 113
36, 24, 3, 123, 104
36, 23, 3, 103, 111
36, 22, 4, 126, 121
37, 25, 2, 144, 139
37, 24, 2, 113, 131
37, 23, 3, 111, 104
37, 22, 3, 123, 103
37, 21, 5, 126, 121
38, 24, 2, 139, 143
38, 23, 2, 131, 141
38, 22, 3, 103, 111
38, 21, 4, 123, 121
39, 23, 2, 141, 143
39, 22, 3, 111, 104
39, 21, 4, 121, 101
40, 22, 2, 139, 141
40, 21, 4, 121, 101
41, 21, 2, 141, 143
41, 20, 4, 101, 102
41, 26, 4, 121, 108
42, 20, 4, 101, 102
42, 26, 5, 126, 121
43, 26, 4, 108, 102
43, 25, 4, 101, 107
43, 24, 5, 126, 121
44, 25, 4, 107, 102
44, 24, 5, 126, 121
45, 24, 5, 126, 121
46, 23, 5, 126, 121
47, 22, 5, 126, 121
48, 21, 5, 126, 123
48, 20, 6, 101, 121
49, 20, 5, 123, 121
50, 26, 5, 121, 126
51, 25, 5, 121, 126
52, 24, 5, 126, 117
52, 23, 5, 121, 133
53, 23, 5, 126, 117
53, 22, 5, 133, 125
54, 22, 5, 117, 112
54, 21, 5, 125, 113
54, 20, 6, 126, 121
55, 21, 5, 117, 112
55, 20, 5, 113, 119
55, 26, 5, 126, 125
55, 25, 6, 133, 121
56, 20, 5, 112, 119
56, 26, 5, 125, 113
56, 25, 6, 126, 121
57, 26, 5, 112, 119
57, 25, 5, 117, 113
57, 24, 6, 126, 123
58, 25, 5, 119, 114
58, 24, 5, 112, 110
58, 23, 6, 123, 121
59, 24, 5, 119, 114
59, 23, 5, 110, 137
59, 22, 6, 121, 108
60, 23, 5, 114, 135
60, 22, 5, 113, 119
60, 21, 6, 121, 108
61, 22, 5, 114, 135
61, 21, 5, 113, 119
61, 20, 6, 121, 101
62, 21, 5, 119, 114
62, 20, 5, 137, 135
62, 26, 6, 101, 108
63, 20, 5, 114, 135
63, 26, 5, 119, 120
64, 26, 5, 119, 114
64, 25, 5, 120, 136
65, 25, 5, 114, 135
66, 24, 5, 119, 114
66, 23, 5, 136, 135
67, 23, 5, 114, 135
68, 22, 5, 114, 136
69, 21, 5, 136, 135
401, 25, 1, 147, 143
401, 24, 2, 144, 109
402, 24, 1, 147, 143
402, 23, 2, 144, 109
403, 23, 1, 143, 139
403, 22, 1, 147, 142
403, 21, 2, 109, 101
403, 20, 2, 144, 127
404, 22, 1, 143, 139
404, 21, 2, 109, 101
404, 20, 2, 127, 102
405, 21, 1, 139, 144
405, 20, 1, 142, 143
405, 26, 2, 101, 121
405, 25, 2, 109, 108
406, 20, 1, 139, 144
406, 26, 1, 143, 141
406, 25, 2, 101, 121
407, 26, 1, 144, 109
407, 25, 1, 143, 139
407, 24, 1, 141, 131
407, 23, 2, 102, 101
407, 22, 2, 108, 121
408, 25, 1, 144, 109
408, 24, 1, 131, 117
408, 23, 1, 139, 141
408, 22, 2, 101, 121
409, 24, 1, 109, 101
409, 23, 1, 139, 144
409, 22, 1, 117, 126
409, 21, 1, 141, 131
410, 23, 1, 109, 101
410, 22, 1, 126, 121
410, 21, 1, 131, 117
410, 20, 1, 144, 127
411, 22, 1, 101, 121
411, 21, 1, 144, 109
411, 20, 1, 117, 126
411, 26, 1, 127, 102
412, 21, 1, 101, 121
412, 20, 1, 109, 108
413, 20, 1, 109, 101
413, 26, 1, 126, 121
414, 26, 1, 101, 121
415, 25, 1, 102, 101
415, 24, 1, 108, 121
416, 24, 1, 101, 121
417, 23, 1, 101, 108
418, 22, 1, 108, 121
419, 21, 1, 121, 126
419, 20, 2, 101, 108
420, 20, 1, 121, 126
421, 26, 1, 126, 117
421, 25, 1, 121, 133
422, 25, 1, 126, 117
422, 24, 1, 133, 125
422, 23, 2, 108, 121
423, 24, 1, 117, 146
423, 23, 1, 125, 113
423, 22, 2, 121, 101
424, 23, 1, 117, 146
424, 22, 1, 126, 125
424, 21, 2, 121, 101
425, 22, 1, 113, 146
425, 21, 2, 101, 109
425, 20, 2, 121, 108
426, 21, 1, 125, 113
426, 20, 2, 101, 109
427, 20, 1, 113, 146
427, 26, 2, 109, 144
427, 25, 2, 101, 122
428, 26, 1, 117, 113
428, 25, 2, 109, 144
428, 24, 2, 122, 105
429, 25, 1, 113, 146
429, 24, 2, 144, 139
429, 23, 2, 108, 109
430, 24, 2, 144, 139
430, 23, 2, 109, 105
431, 23, 2, 139, 143
431, 22, 2, 109, 144
432, 22, 2, 139, 143
432, 21, 2, 105, 144
433, 21, 2, 144, 139
434, 20, 2, 139, 143
434, 26, 2, 105, 144
435, 26, 2, 144, 139
436, 25, 2, 139, 143
436, 24, 2, 144, 113
437, 24, 2, 144, 139
437, 23, 2, 113, 131
438, 23, 2, 139, 143
438, 22, 2, 131, 141
439, 22, 2, 141, 143
440, 21, 2, 139, 141
441, 20, 2, 141, 143
441, 20, 2, 141, 143
